"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"6208","Tamil Nadu","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP18176/2025-2026/206488","DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA)","SACHITHANANTHAM R (2024-2029)","Elected MP","22-Jun-2026","G R Construction","Payment Success","2989060"
"6209","Kerala","Construction of culverts and bridges","WS/MP343/2025-2026/244494","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Dr Shashi Tharoor (2024-2029)","Elected MP","25-Jun-2026","REJI S","Payment Success","594367"
"6210","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP575/2025-2026/235059","NAVSARI(DISTRICT COLLECTOR NAVSARI_IDA)","C R Patil (2024-2029)","Elected MP","13-Jul-2026","GRAM PANCHAYAT KHEGAM","Payment Success","500000"
"6211","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP743/2025-2026/170867","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Ganesan Selvam (2024-2029)","Elected MP","19-Jun-2026","V PUGALENDHI","Payment Success","650000"
"6212","Tamil Nadu","Installing community drinking water plants","WS/MP743/2026-2027/230541","CHENGALPATTU(District Collector Chengalpattu_IDA)","Ganesan Selvam (2024-2029)","Elected MP","29-May-2026","R Kottishwarn","Payment Success","1500000"
"6213","Tamil Nadu","Construction of public toilets and bathrooms","WS/MP870/2026-2027/260324","VELLORE(DISTRICT COLLECTOR VELLORE_IDA)","D M Kathir Anand (2024-2029)","Elected MP","19-Jun-2026","JMD Promoters","Payment Success","957905"
"6214","Tamil Nadu","Construction of public toilets and bathrooms","WS/MP870/2026-2027/260323","VELLORE(DISTRICT COLLECTOR VELLORE_IDA)","D M Kathir Anand (2024-2029)","Elected MP","17-Jun-2026","JMD Promoters","Payment Success","884466"
"6215","Tamil Nadu","Construction of public toilets and bathrooms","WS/MP870/2026-2027/260322","VELLORE(DISTRICT COLLECTOR VELLORE_IDA)","D M Kathir Anand (2024-2029)","Elected MP","15-Jun-2026","JMD Promoters","Payment Success","884466"
"6216","Rajasthan","Construction of community centers and community halls","WS/MP18169/2026-2027/255272","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR (2024-2029)","Elected MP","28-Jul-2026","SHRI HARI CONSTRUCTION","Payment Success","444905"
"6217","Rajasthan","Construction of community centers and community halls","WS/MP18169/2026-2027/255272","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR (2024-2029)","Elected MP","18-Jun-2026","SHRI HARI CONSTRUCTION","Payment Success","555890"
"6218","Rajasthan","Purchase of smart boards, visual display units and projectors","WS/MP18160/2025-2026/224292","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","UMMEDA RAM BENIWAL (2024-2029)","Elected MP","30-May-2026","BHAGWATI ENTERPRISES","Payment Success","298000"
"6219","Andhra Pradesh","Construction of bus-sheds or bus-stops","WS/MP522/2025-2026/194497","SRIKAKULAM(District Collector Srikakulam_IDA)","Kinjarapu Ram Mohan Naidu (2024-2029)","Elected MP","20-Jun-2026","Chairman Village Development Committee Mathala","Payment Success","512727"
"6220","Tamil Nadu","Construction of rooms and halls in school and colleges","WS/MP18174/2026-2027/221510","COIMBATORE(DISTRICT COLLECTOR COIMBATORE_IDA)","GANAPATHY RAJKUMAR P (2024-2029)","Elected MP","29-May-2026","BALACHANDRAN R","Payment Success","1979029"
"6221","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18055/2025-2026/180010","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","RAJPALSINH MAHENDRASINH JADAV (2024-2029)","Elected MP","15-Jun-2026","Rinchvani Gram Panchayat","Payment Success","200000"
"6222","Rajasthan","Construction of buildings for community cultural activities","WS/MP18169/2026-2027/182703","Beawar(DISTRICT COLLECTOR Beawar_IDA)","MAHIMA KUMARI MEWAR (2024-2029)","Elected MP","30-Jun-2026","PURANMAL AND COMPANY","Payment Success","744947"
"6223","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18389/2026-2027/237044","WARANGAL(District Collector Warangal_IDA)","KADIYAM KAVYA (2024-2029)","Elected MP","29-May-2026","GUGULOTH RAMESH BABU","Payment Success","499889"
"6224","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP574/2026-2027/277144","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Bharatsinhji Shankarji Dabhi (2024-2029)","Elected MP","24-Jun-2026","Bhalana Gram Panchayat","Payment Success","299683"
"6225","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP574/2026-2027/276483","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Bharatsinhji Shankarji Dabhi (2024-2029)","Elected MP","18-Jun-2026","Boratvada Gram Panchayt","Payment Success","399553"
"6226","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP574/2026-2027/277145","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Bharatsinhji Shankarji Dabhi (2024-2029)","Elected MP","18-Jun-2026","Kureja Gram Panchayat","Payment Success","299343"
"6227","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP574/2026-2027/277148","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Bharatsinhji Shankarji Dabhi (2024-2029)","Elected MP","18-Jun-2026","Malsund Gram Panchayat","Payment Success","299630"
"6228","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP574/2026-2027/277147","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Bharatsinhji Shankarji Dabhi (2024-2029)","Elected MP","18-Jun-2026","Vansa Gram Panchayat","Payment Success","299869"
"6229","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP574/2026-2027/277146","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Bharatsinhji Shankarji Dabhi (2024-2029)","Elected MP","18-Jun-2026","Piluvada Gram Panchayat","Payment Success","299756"
"6230","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP574/2026-2027/276482","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Bharatsinhji Shankarji Dabhi (2024-2029)","Elected MP","19-Jun-2026","Sankra Gram Panchayat","Payment Success","299869"
"6231","Tamil Nadu","Construction of community centers and community halls","WS/MP751/2025-2026/180903","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","S Venkatesan (2024-2029)","Elected MP","12-Jun-2026","AM Construction","Payment Success","699778"
"6232","Tamil Nadu","Construction of community centers and community halls","WS/MP751/2025-2026/180907","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","S Venkatesan (2024-2029)","Elected MP","12-Jun-2026","AM Construction","Payment Success","699896"
"6233","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP588/2025-2026/202415","JAMNAGAR(DISTRICT COLLECTOR JAMNAGAR_IDA)","Smt Poonamben Hematbhai Maadam (2024-2029)","Elected MP","20-Jun-2026","CHARANTUNGI GRAM PANCHAYAT","Payment Success","499898"
"6234","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18086/2026-2027/194004","HASSAN(DEPUTY COMMISSIONER HASSAN_IDA)","SHREYAS. M. PATEL (2024-2029)","Elected MP","29-May-2026","Chandan P Gowda","Payment Success","375000"
"6235","Karnataka","Construction of community centers and community halls","WS/MP18086/2026-2027/274110","HASSAN(DEPUTY COMMISSIONER HASSAN_IDA)","SHREYAS. M. PATEL (2024-2029)","Elected MP","11-Aug-2026","Akhila C","Payment Success","367500"
"6236","Maharashtra","Construction of community centers and community halls","WS/MP18119/2025-2026/163479","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","DR. KIRSAN NAMDEO (2024-2029)","Elected MP","23-Jun-2026","GRAM PANCHAYAT GANDHITOLA","Payment Success","499970"
"6237","Tamil Nadu","Construction of community centers and community halls","WS/MP743/2026-2027/190869","CHENGALPATTU(District Collector Chengalpattu_IDA)","Ganesan Selvam (2024-2029)","Elected MP","29-May-2026","Thanmaya Constructions","Payment Success","998628"
"6238","Odisha","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18358/2025-2026/188020","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","ANITA SUBHADARSHINI (2024-2029)","Elected MP","17-Jun-2026","Raghunath Panda","Payment Success","300000"
"6239","Andhra Pradesh","Providing supply pipelines for drinking water","WS/MP18007/2025-2026/183349","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar (2024-2029)","Elected MP","25-Jul-2026","Gudla Venkata Pavan","Payment Success","235134"
"6240","Karnataka","Street lights","WS/MP18076/2026-2027/220507","Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA)","DR C N MANJUNATH (2024-2029)","Elected MP","30-Jun-2026","SHIVANNA C","Payment Success","176250"
"6241","Uttarakhand","Construction of common work sheds/ common covered sitting area","WS/MP021/2025-2026/192505","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","14-Aug-2026","kamala kuriya","Payment Success","16536"
"6242","Madhya Pradesh","Improvement of electricity distribution infrastructure","WS/MP643/2025-2026/258068","BURHANPUR(District Collector Burhanpur_IDA)","Gyaneshwar Patil (2024-2029)","Elected MP","30-Jun-2026","gram panchayat hatnoor","Payment Success","862006"
"6243","Madhya Pradesh","Development of public parks","WS/MP643/2025-2026/259582","BURHANPUR(District Collector Burhanpur_IDA)","Gyaneshwar Patil (2024-2029)","Elected MP","29-May-2026","gram panchayat bahadarpur","Payment Success","500000"
"6244","Uttarakhand","Construction of common work sheds/ common covered sitting area","WS/MP021/2025-2026/192505","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","14-Aug-2026","Radha kuriya","Payment Success","16536"
"6245","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP428/2026-2027/275093","Kabeerdham(DISTRICT COLLECTOR KABIRDHAM)","Santosh Pandey (2024-2029)","Elected MP","26-Jun-2026","GRAM PANCHAYAT PANDARIYA","Payment Success","250000"
"6246","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18111/2026-2027/269014","AKOLA(DISTRICT COLLECTOR AKOLA_IDA)","ANUP SANJAY DHOTRE (2024-2029)","Elected MP","23-Jun-2026","SACHIV SARPANCH VISHESH NIDHI GRAMPANCHAYAT KURANKHED","Payment Success","144791"
"6247","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18111/2026-2027/269014","AKOLA(DISTRICT COLLECTOR AKOLA_IDA)","ANUP SANJAY DHOTRE (2024-2029)","Elected MP","18-Jun-2026","SACHIV SARPANCH VISHESH NIDHI GRAMPANCHAYAT KURANKHED","Payment Success","150000"
"6248","Odisha","Construction of additional rooms and halls in the existing public and community building","WS/MP18141/2025-2026/250782","DHENKANAL(DISTRICT COLLECTOR DHENKANAL_IDA)","RUDRA NARAYAN PANY (2024-2029)","Elected MP","30-May-2026","AVISHKA ENTERPRISES","Payment Success","317719"
"6249","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18324/2025-2026/254245","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","BHARATBHAI MANUBHAI SUTARIYA (2024-2029)","Elected MP","11-Jun-2026","DHUNDHAVANA GRAM PANCHAYAT","Payment Success","250000"
"6250","Telangana","Construction of community centers and community halls","WS/MP18338/2025-2026/220045","YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA)","CHAMALA KIRAN KUMAR REDDY (2024-2029)","Elected MP","30-May-2026","G JOSEPH","Payment Success","498908"
"6251","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2025-2026/199544","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy (2024-2029)","Elected MP","08-Jul-2026","Mekapilla Rajesh","Payment Success","470775"
"6252","Andhra Pradesh","Renovation of ponds and lakes","WS/MP18351/2025-2026/158792","KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA)","DR BYREDDY SHABARI (2024-2029)","Elected MP","06-Jul-2026","JANARDHANA REDDY BOBALI","Payment Success","499988"
"6253","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP692/2026-2027/183473","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Smt Supriya Sadanand Sule (2024-2029)","Elected MP","20-Jul-2026","jay khanderiya majur sahakari sanstha ltd","Payment Success","499596"
"6254","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP692/2026-2027/183477","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Smt Supriya Sadanand Sule (2024-2029)","Elected MP","23-Jun-2026","jay khanderiya majur sahakari sanstha ltd","Payment Success","981670"
"6255","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP468/2025-2026/235775","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","Anurag Sharma  (2024-2029)","Elected MP","22-Jul-2026","Jai Mahakal Trders","Payment Success","374220"
"6256","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP468/2025-2026/235774","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","Anurag Sharma  (2024-2029)","Elected MP","22-Jul-2026","Jai Mahakal Trders","Payment Success","374183"
"6257","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP468/2026-2027/260340","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","Anurag Sharma  (2024-2029)","Elected MP","22-Jul-2026","Jai Mahakal Trders","Payment Success","374220"
"6258","Gujarat","Construction of buildings for community cultural activities","WS/MP584/2025-2026/216396","KACHCHH(DISTRICT COLLECTOR KUTCH_IDA)","Vinod Chavda (2024-2029)","Elected MP","18-Jun-2026","SHREE DADOR JUTH GRAM PANCHAYAT","Payment Success","350000"
"6259","Uttarakhand","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP478/2025-2026/154206","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","Mala Rajya Laxmi Shah  (2024-2029)","Elected MP","14-Aug-2026","jairam","Payment Success","11844"
"6260","Uttarakhand","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP478/2025-2026/154206","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","Mala Rajya Laxmi Shah  (2024-2029)","Elected MP","14-Aug-2026","VIRENDRA SINGH","Payment Success","11844"
"6261","Uttarakhand","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP478/2025-2026/154206","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","Mala Rajya Laxmi Shah  (2024-2029)","Elected MP","14-Aug-2026","MURTI DEVI","Payment Success","11844"
"6262","Uttarakhand","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP478/2025-2026/154206","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","Mala Rajya Laxmi Shah  (2024-2029)","Elected MP","14-Aug-2026","BHAWAN SINGH","Payment Success","17876"
"6263","Uttarakhand","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP478/2025-2026/154206","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","Mala Rajya Laxmi Shah  (2024-2029)","Elected MP","14-Aug-2026","ARVIND SINGH","Payment Success","11844"
"6264","Uttarakhand","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP478/2025-2026/154206","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","Mala Rajya Laxmi Shah  (2024-2029)","Elected MP","14-Aug-2026","BHADAR SINGH","Payment Success","5040"
"6265","Uttarakhand","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP478/2025-2026/154206","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","Mala Rajya Laxmi Shah  (2024-2029)","Elected MP","14-Aug-2026","VINEETA DEVI","Payment Success","7812"
"6266","Chhattisgarh","Construction of community centers and community halls","WS/MP428/2026-2027/275106","Kabeerdham(DISTRICT COLLECTOR KABIRDHAM)","Santosh Pandey (2024-2029)","Elected MP","24-Jul-2026","SARPANCH GRAM PANCHAYAT PANEKA","Payment Success","150000"
"6267","Chhattisgarh","Construction of rooms and halls in school and colleges","WS/MP428/2026-2027/275103","Kabeerdham(DISTRICT COLLECTOR KABIRDHAM)","Santosh Pandey (2024-2029)","Elected MP","15-Jun-2026","SARPANCH GRAM PANCHAYAT LAKHANPURKALA","Payment Success","250000"
"6268","Chhattisgarh","Construction of artificial reef","WS/MP428/2026-2027/275100","Kabeerdham(DISTRICT COLLECTOR KABIRDHAM)","Santosh Pandey (2024-2029)","Elected MP","25-Jun-2026","SARPANCH GRAM PANCHAYAT LAKHANPURKALA","Payment Success","100000"
"6269","Bihar","Street lights","WS/MP18041/2025-2026/235231","KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV (2024-2029)","Elected MP","04-Jul-2026","JYOTI TRADERS","Payment Success","837600"
"6270","Bihar","Street lights","WS/MP18041/2025-2026/234215","KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV (2024-2029)","Elected MP","04-Jul-2026","JYOTI TRADERS","Payment Success","837600"
"6271","Bihar","Street lights","WS/MP18041/2025-2026/235225","KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV (2024-2029)","Elected MP","04-Jul-2026","JYOTI TRADERS","Payment Success","837600"
"6272","Bihar","Street lights","WS/MP18041/2025-2026/235230","KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV (2024-2029)","Elected MP","04-Jul-2026","JYOTI TRADERS","Payment Success","837600"
"6273","Bihar","Street lights","WS/MP18041/2025-2026/235229","KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV (2024-2029)","Elected MP","13-Jun-2026","JYOTI TRADERS","Payment Success","837600"
"6274","Bihar","Street lights","WS/MP18041/2025-2026/235226","KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV (2024-2029)","Elected MP","13-Jun-2026","JYOTI TRADERS","Payment Success","837600"
"6275","Bihar","Street lights","WS/MP18041/2025-2026/235233","KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV (2024-2029)","Elected MP","13-Jun-2026","JYOTI TRADERS","Payment Success","837600"
"6276","Bihar","Street lights","WS/MP18041/2025-2026/235234","KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV (2024-2029)","Elected MP","13-Jun-2026","JYOTI TRADERS","Payment Success","837600"
"6277","Bihar","Street lights","WS/MP18041/2025-2026/235235","KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV (2024-2029)","Elected MP","13-Jun-2026","JYOTI TRADERS","Payment Success","837600"
"6278","Bihar","Street lights","WS/MP18041/2025-2026/235236","KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV (2024-2029)","Elected MP","13-Jun-2026","JYOTI TRADERS","Payment Success","837600"
"6279","Bihar","Street lights","WS/MP18041/2025-2026/235223","KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV (2024-2029)","Elected MP","13-Jun-2026","JYOTI TRADERS","Payment Success","837600"
"6280","Bihar","Street lights","WS/MP18041/2025-2026/235227","KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV (2024-2029)","Elected MP","13-Jun-2026","JYOTI TRADERS","Payment Success","837600"
"6281","Bihar","Street lights","WS/MP18041/2025-2026/234213","KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV (2024-2029)","Elected MP","13-Jun-2026","JYOTI TRADERS","Payment Success","837600"
"6282","Bihar","Street lights","WS/MP18041/2025-2026/235232","KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV (2024-2029)","Elected MP","13-Jun-2026","JYOTI TRADERS","Payment Success","837600"
"6283","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18116/2025-2026/240280","THANE(DISTRICT COLLECTOR THANE_IDA)","BALYA MAMA SURESH GOPINATH MHATRE (2024-2029)","Elected MP","02-Jul-2026","Rahul Ashok Mhatre","Payment Success","1000000"
"6284","Gujarat","Construction of buildings for community cultural activities","WS/MP584/2025-2026/217084","KACHCHH(DISTRICT COLLECTOR KUTCH_IDA)","Vinod Chavda (2024-2029)","Elected MP","10-Jun-2026","Lakhapar Juth Gram Panchayat","Payment Success","400000"
"6285","Andhra Pradesh","Construction of rainwater harvesting structures","WS/MP526/2025-2026/193018","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Y S Avinash Reddy (2024-2029)","Elected MP","29-May-2026","KONGANAPALLI RAVI SANKAR BABU","Payment Success","495905"
"6286","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18200/2025-2026/259118","RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA)","KISHORI LAL (2024-2029)","Elected MP","13-Jul-2026","RAM MILAN","Payment Success","796671"
"6287","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18200/2025-2026/259114","RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA)","KISHORI LAL (2024-2029)","Elected MP","08-Jul-2026","RAM MILAN","Payment Success","600215"
"6288","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18200/2025-2026/259112","RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA)","KISHORI LAL (2024-2029)","Elected MP","08-Jul-2026","RAM MILAN","Payment Success","714505"
"6289","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18200/2025-2026/259113","RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA)","KISHORI LAL (2024-2029)","Elected MP","08-Jul-2026","RAM MILAN","Payment Success","423359"
"6290","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18200/2025-2026/259110","RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA)","KISHORI LAL (2024-2029)","Elected MP","08-Jul-2026","RAM MILAN","Payment Success","531696"
"6291","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18200/2025-2026/259117","RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA)","KISHORI LAL (2024-2029)","Elected MP","08-Jul-2026","RAM MILAN","Payment Success","924623"
"6292","Gujarat","Construction of footpaths and pedestrian ways","WS/MP18055/2025-2026/183171","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","RAJPALSINH MAHENDRASINH JADAV (2024-2029)","Elected MP","06-Jul-2026","SARPANCH GRAM PANCHAYAT RAMPURA","Payment Success","200000"
"6293","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18345/2025-2026/216810","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","AKHILESH YADAV (2024-2029)","Elected MP","30-May-2026","shree Kanha Ji","Payment Success","502687"
"6294","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18345/2025-2026/216811","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","AKHILESH YADAV (2024-2029)","Elected MP","30-May-2026","shree Kanha Ji","Payment Success","507328"
"6295","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18345/2025-2026/216810","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","AKHILESH YADAV (2024-2029)","Elected MP","28-Jul-2026","shree Kanha Ji","Payment Success","195261"
"6296","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18345/2025-2026/216811","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","AKHILESH YADAV (2024-2029)","Elected MP","29-Jul-2026","shree Kanha Ji","Payment Success","189841"
"6297","Tamil Nadu","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP743/2026-2027/170872","CHENGALPATTU(District Collector Chengalpattu_IDA)","Ganesan Selvam (2024-2029)","Elected MP","30-May-2026","Mani S","Payment Success","999869"
"6298","Telangana","Street lights","WS/MP761/2026-2027/224224","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Arvind Dharmapuri (2024-2029)","Elected MP","18-Jun-2026","PASULA GANGA REDDY","Payment Success","135000"
"6299","West Bengal","Providing drains and gutters for public drainage","WS/MP18273/2025-2026/160311","Malda(DISTRICT MAGISTRATE MALDA_IDA)","ISHA KHAN CHOUDHURY (2024-2029)","Elected MP","17-Jun-2026","BISWAS CONSTRUCTION","Payment Success","1463573"
"6300","Rajasthan","Construction of community centers and community halls","WS/MP18167/2025-2026/187094","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA (2024-2029)","Elected MP","24-Jun-2026","sandeep kumar","Payment Success","11115"
"6301","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP428/2026-2027/275095","Kabeerdham(DISTRICT COLLECTOR KABIRDHAM)","Santosh Pandey (2024-2029)","Elected MP","21-Jul-2026","GRAM PANCHAYAT BANKI","Payment Success","250000"
"6302","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18263/2026-2027/219684","UDUPI(DEPUTY COMMISSIONER UDUPI_IDA)","KOTA SRINIVAS POOJARY (2024-2029)","Elected MP","30-Jun-2026","AJITH","Payment Success","200000"
"6303","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18152/2024-2025/158093","MOGA(Deputy Commissioner Moga)","SARABJEET SINGH KHALSA (2024-2029)","Elected MP","13-Jul-2026","chiranji lal madan lal","Payment Success","6700"
"6304","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18152/2024-2025/158093","MOGA(Deputy Commissioner Moga)","SARABJEET SINGH KHALSA (2024-2029)","Elected MP","13-Jul-2026","chiranji lal madan lal","Payment Success","54750"
"6305","Haryana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18067/2025-2026/227273","JIND(DEPUTY COMMISSIONER JIND)","SATPAL BRAHAMCHARI (2024-2029)","Elected MP","12-Jun-2026","VIKAS","Payment Success","299963"
"6306","Haryana","Providing drains and gutters for public drainage","WS/MP18060/2025-2026/217067","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","VARUN CHAUDHRY (2024-2029)","Elected MP","13-Aug-2026","The Om Swastik Co op L and C Society Ltd","Payment Success","354253"
