"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"24682","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/206529","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA (2024-2029)","Elected MP","09-Mar-2026","Ashish Construction co","Payment Success","444369"
"24683","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/186919","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA (2024-2029)","Elected MP","16-Oct-2025","Ashish Construction co","Payment Success","799682"
"24684","Gujarat","Construction of common work sheds/ common covered sitting area","WS/MP584/2025-2026/190902","KACHCHH(DISTRICT COLLECTOR KUTCH_IDA)","Vinod Chavda (2024-2029)","Elected MP","12-Mar-2026","RASALTYA GRAM PANCHAYAT","Payment Success","400000"
"24685","Gujarat","Construction of common work sheds/ common covered sitting area","WS/MP584/2025-2026/158414","KACHCHH(DISTRICT COLLECTOR KUTCH_IDA)","Vinod Chavda (2024-2029)","Elected MP","16-Oct-2025","GADANI GRAM PANCHAYAT","Payment Success","350000"
"24686","Kerala","Purchase of vans and buses for educational institutions","WS/MP352/2025-2026/143151","ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA)","Shri Hibi Eden (2024-2029)","Elected MP","18-Oct-2025","HEAD MISTRESS ST MARYS U P SHOOL","Payment Success","50874"
"24687","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP577/2024-2025/138734","Dahod(DISTRICT COLLECTOR DOHAD_IDA)","Jaswantsinh Sumanbhai Bhabhor (2024-2029)","Elected MP","16-Oct-2025","GRAM PANCHAYAT DUDHIYA","Payment Success","399897"
"24688","Rajasthan","Construction of community centers and community halls","WS/MP18372/2025-2026/174478","Jaipur Gramin(DISTRICT COLLECTOR Jaipur Gramin_IDA)","Rao Rajendra Singh (2024-2029)","Elected MP","29-Oct-2025","BHAGCHAND CONSTRUCTION COMPANY","Payment Success","884544"
"24689","Tamil Nadu","Construction of water tanks","WS/MP18177/2026-2027/216721","TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA)","K E PRAKASH (2024-2029)","Elected MP","30-Jul-2026","SRI PONKAALIAMMAN INFRA PROJECTS","Payment Success","1799956"
"24690","Tamil Nadu","Construction of rainwater harvesting structures","WS/MP18177/2025-2026/216577","ERODE(DISTRICT_COLLECTORE_ERODE_IDA)","K E PRAKASH (2024-2029)","Elected MP","05-Dec-2025","SRI PONKAALIAMMAN INFRA PROJECTS","Payment Success","1198753"
"24691","Tamil Nadu","Construction of culverts and bridges","WS/MP18177/2025-2026/216603","ERODE(DISTRICT_COLLECTORE_ERODE_IDA)","K E PRAKASH (2024-2029)","Elected MP","13-Jul-2026","SRI PONKAALIAMMAN INFRA PROJECTS","Payment Success","650000"
"24692","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18177/2026-2027/247761","ERODE(DISTRICT_COLLECTORE_ERODE_IDA)","K E PRAKASH (2024-2029)","Elected MP","13-Aug-2026","SRI PONKAALIAMMAN INFRA PROJECTS","Payment Success","1400000"
"24693","Tamil Nadu","Construction of additional rooms and halls in the existing public and community building","WS/MP18177/2025-2026/216586","ERODE(DISTRICT_COLLECTORE_ERODE_IDA)","K E PRAKASH (2024-2029)","Elected MP","18-Jun-2026","SRI PONKAALIAMMAN INFRA PROJECTS","Payment Success","2493892"
"24694","Tamil Nadu","Construction of community centers and community halls","WS/MP18177/2025-2026/216560","ERODE(DISTRICT_COLLECTORE_ERODE_IDA)","K E PRAKASH (2024-2029)","Elected MP","13-Jul-2026","SRI PONKAALIAMMAN INFRA PROJECTS","Payment Success","1800000"
"24695","Tamil Nadu","Construction of additional rooms and halls in the existing public and community building","WS/MP18177/2025-2026/216743","ERODE(DISTRICT_COLLECTORE_ERODE_IDA)","K E PRAKASH (2024-2029)","Elected MP","28-Jan-2026","SRI PONKAALIAMMAN INFRA PROJECTS","Payment Success","400000"
"24696","Tamil Nadu","Construction of water tanks","WS/MP18177/2025-2026/216572","ERODE(DISTRICT_COLLECTORE_ERODE_IDA)","K E PRAKASH (2024-2029)","Elected MP","27-May-2026","SRI PONKAALIAMMAN INFRA PROJECTS","Payment Success","350000"
"24697","Tamil Nadu","Construction of community centers and community halls","WS/MP18177/2024-2025/168420","ERODE(DISTRICT_COLLECTORE_ERODE_IDA)","K E PRAKASH (2024-2029)","Elected MP","18-Nov-2025","SRI PONKAALIAMMAN INFRA PROJECTS","Payment Success","1400000"
"24698","Tamil Nadu","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP756/2025-2026/170977","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Thirumaa Valavan Thol (2024-2029)","Elected MP","22-Oct-2025","KR KUMAR","Payment Success","448350"
"24699","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18326/2025-2026/174946","SURENDRANAGAR(DISTRICT COLLECTOR SURENDRANAGAR_IDA)","CHANDUBHAI CHHAGANBHAI SHIHORA (2024-2029)","Elected MP","17-Oct-2025","PARMAR MUKESHBHAI MANSUKHBHAI","Payment Success","222300"
"24700","Chhattisgarh","Construction of community centers and community halls","WS/MP428/2025-2026/241216","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Santosh Pandey (2024-2029)","Elected MP","19-Jun-2026","gram panchayat bharritola","Payment Success","211655"
"24701","Chhattisgarh","Construction of community centers and community halls","WS/MP428/2025-2026/241216","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Santosh Pandey (2024-2029)","Elected MP","17-Oct-2025","gram panchayat bharritola","Payment Success","500000"
"24702","Tamil Nadu","Construction of toilet blocks","WS/MP18180/2025-2026/184781","TIRUCHIRAPPALLI(DISTRICT COLLECTOR TIRUCHIRAPPALLI_IDA)","ARUN NEHRU (2024-2029)","Elected MP","17-Nov-2025","VIJAYAKUMAR CONSTRUCTION","Payment Success","1196190"
"24703","Tamil Nadu","Construction of footpaths and pedestrian ways","WS/MP18180/2025-2026/231213","TIRUCHIRAPPALLI(DISTRICT COLLECTOR TIRUCHIRAPPALLI_IDA)","ARUN NEHRU (2024-2029)","Elected MP","06-Feb-2026","VIJAYAKUMAR CONSTRUCTION","Payment Success","995979"
"24704","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18202/2025-2026/258463","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DHARMENDRA YADAV (2024-2029)","Elected MP","16-Jul-2026","KAMLESH YADAV THEKEDAR","Payment Success","1708995"
"24705","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18202/2025-2026/192285","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DHARMENDRA YADAV (2024-2029)","Elected MP","15-Oct-2025","KAMLESH YADAV THEKEDAR","Payment Success","3481605"
"24706","Meghalaya","Construction of buildings for sports facilities","WS/MP18309/2025-2026/209328","NORTH GARO HILLS(DEPUTY COMMISSIONER NORTH GARO HILLS RESUBELPARA_IDA)","SALENG A SANGMA (2024-2029)","Elected MP","19-Dec-2025","Prettiush D Marak","Payment Success","87900"
"24707","Meghalaya","Construction of buildings for sports facilities","WS/MP18309/2025-2026/209328","NORTH GARO HILLS(DEPUTY COMMISSIONER NORTH GARO HILLS RESUBELPARA_IDA)","SALENG A SANGMA (2024-2029)","Elected MP","03-Nov-2025","Prettiush D Marak","Payment Success","212100"
"24708","Karnataka","Construction of bus-sheds or bus-stops","WS/MP18076/2025-2026/228432","Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA)","DR C N MANJUNATH (2024-2029)","Elected MP","10-Feb-2026","MAHADEVA K","Payment Success","375000"
"24709","Karnataka","Construction of bus-sheds or bus-stops","WS/MP18076/2025-2026/217246","Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA)","DR C N MANJUNATH (2024-2029)","Elected MP","10-Feb-2026","MAHADEVA K","Payment Success","375000"
"24710","Karnataka","Construction of bus-sheds or bus-stops","WS/MP18076/2025-2026/228429","Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA)","DR C N MANJUNATH (2024-2029)","Elected MP","10-Feb-2026","MAHADEVA K","Payment Success","375000"
"24711","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18076/2025-2026/220482","Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA)","DR C N MANJUNATH (2024-2029)","Elected MP","14-Oct-2025","MAHADEVA K","Payment Success","367500"
"24712","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18076/2025-2026/220482","Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA)","DR C N MANJUNATH (2024-2029)","Elected MP","10-Dec-2025","MAHADEVA K","Payment Success","122086"
"24713","Karnataka","Construction of bus-sheds or bus-stops","WS/MP18076/2025-2026/228432","Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA)","DR C N MANJUNATH (2024-2029)","Elected MP","01-Apr-2026","MAHADEVA K","Payment Success","122201"
"24714","Karnataka","Construction of bus-sheds or bus-stops","WS/MP18076/2025-2026/217246","Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA)","DR C N MANJUNATH (2024-2029)","Elected MP","01-Apr-2026","MAHADEVA K","Payment Success","123859"
"24715","Karnataka","Construction of bus-sheds or bus-stops","WS/MP18076/2025-2026/228429","Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA)","DR C N MANJUNATH (2024-2029)","Elected MP","01-Apr-2026","MAHADEVA K","Payment Success","123707"
"24716","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP323/2025-2026/199958","JUNAGADH(DISTRICT COLLECTOR JUNAGADH_IDA)","Rajeshbhai Naranbhai Chudasama (2024-2029)","Elected MP","14-Oct-2025","GRAM PANCHAYAT VEKARIYA","Payment Success","250000"
"24717","Karnataka","Construction of rooms and halls in school and colleges","WS/MP18263/2025-2026/166034","UDUPI(DEPUTY COMMISSIONER UDUPI_IDA)","KOTA SRINIVAS POOJARY (2024-2029)","Elected MP","14-Oct-2025","SHRIDHARA AMIN","Payment Success","500000"
"24718","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18263/2025-2026/255817","UDUPI(DEPUTY COMMISSIONER UDUPI_IDA)","KOTA SRINIVAS POOJARY (2024-2029)","Elected MP","20-Jan-2026","SHRIDHARA AMIN","Payment Success","437699"
"24719","Chhattisgarh","Construction of community centers and community halls","WS/MP18048/2025-2026/222329","BASTAR(DISTRICT COLLECTOR BASTAR_IDA)","MAHESH KASHYAP (2024-2029)","Elected MP","11-Nov-2025","Gram Panchayat Kosmi","Payment Success","1000000"
"24720","Chhattisgarh","Installing tube-wells and borewells","WS/MP568/2025-2026/225211","DURG(DISTRICT COLLECTOR DURG_IDA)","Vijay Baghel (2024-2029)","Elected MP","18-Mar-2026","SARPANCH SACHIV GRAM PANCHAYAT RISAMA","Payment Success","146481"
"24721","Chhattisgarh","Construction of common work sheds/ common covered sitting area","WS/MP568/2025-2026/218344","DURG(DISTRICT COLLECTOR DURG_IDA)","Vijay Baghel (2024-2029)","Elected MP","13-May-2026","SARPANCH SACHIV GRAM PANCHAYAT RISAMA","Payment Success","147303"
"24722","Chhattisgarh","Installing tube-wells and borewells","WS/MP568/2025-2026/225211","DURG(DISTRICT COLLECTOR DURG_IDA)","Vijay Baghel (2024-2029)","Elected MP","11-Nov-2025","SARPANCH SACHIV GRAM PANCHAYAT RISAMA","Payment Success","150000"
"24723","Chhattisgarh","Construction of common work sheds/ common covered sitting area","WS/MP568/2025-2026/218344","DURG(DISTRICT COLLECTOR DURG_IDA)","Vijay Baghel (2024-2029)","Elected MP","11-Nov-2025","SARPANCH SACHIV GRAM PANCHAYAT RISAMA","Payment Success","150000"
"24724","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/191999","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","25-Dec-2025","Ms Deeparam Godara","Payment Success","1498011"
"24725","Jammu And Kashmir","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP600/2024-2025/148232","UDHAMPUR(Deputy Commissioner Udhampur_IDA)","Jitendra Singh (2024-2029)","Elected MP","14-Oct-2025","Amir Khan","Payment Success","169000"
"24726","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/214946","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","12-May-2026","MK INFRATECH","Payment Success","159300"
"24727","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/214635","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","12-May-2026","MK INFRATECH","Payment Success","159300"
"24728","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/214943","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","12-May-2026","MK INFRATECH","Payment Success","159300"
"24729","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/214941","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","12-May-2026","MK INFRATECH","Payment Success","159300"
"24730","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/224393","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","12-May-2026","MK INFRATECH","Payment Success","159300"
"24731","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/224389","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","12-May-2026","MK INFRATECH","Payment Success","159300"
"24732","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/224394","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","12-May-2026","MK INFRATECH","Payment Success","159300"
"24733","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/214939","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","12-May-2026","MK INFRATECH","Payment Success","159300"
"24734","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/224389","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","15-Oct-2025","MK INFRATECH","Payment Success","237180"
"24735","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/224390","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","15-Oct-2025","MK INFRATECH","Payment Success","237180"
"24736","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/224392","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","15-Oct-2025","MK INFRATECH","Payment Success","237180"
"24737","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/224393","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","15-Oct-2025","MK INFRATECH","Payment Success","237180"
"24738","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/224394","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","15-Oct-2025","MK INFRATECH","Payment Success","237180"
"24739","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/224395","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","15-Oct-2025","MK INFRATECH","Payment Success","237180"
"24740","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/224396","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","15-Oct-2025","MK INFRATECH","Payment Success","237180"
"24741","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/214635","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","15-Oct-2025","MK INFRATECH","Payment Success","237180"
"24742","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/214937","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","15-Oct-2025","MK INFRATECH","Payment Success","237180"
"24743","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/214939","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","15-Oct-2025","MK INFRATECH","Payment Success","237180"
"24744","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/214941","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","15-Oct-2025","MK INFRATECH","Payment Success","237180"
"24745","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/214943","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","15-Oct-2025","MK INFRATECH","Payment Success","237180"
"24746","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/214945","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","15-Oct-2025","MK INFRATECH","Payment Success","237180"
"24747","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/214946","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","15-Oct-2025","MK INFRATECH","Payment Success","237180"
"24748","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/224395","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","12-May-2026","MK INFRATECH","Payment Success","159300"
"24749","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/224390","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","12-May-2026","MK INFRATECH","Payment Success","159300"
"24750","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/224392","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","12-May-2026","MK INFRATECH","Payment Success","159300"
"24751","Uttar Pradesh","Installing community drinking water plants","WS/MP18239/2025-2026/224396","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","ZIA UR REHMAN (2024-2029)","Elected MP","12-May-2026","MK INFRATECH","Payment Success","159300"
"24752","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP18231/2026-2027/269555","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","RUCHI VIRA (2024-2029)","Elected MP","21-Jul-2026","MK INFRATECH","Payment Success","534000"
"24753","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP18231/2026-2027/269556","MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA)","RUCHI VIRA (2024-2029)","Elected MP","21-Jul-2026","MK INFRATECH","Payment Success","534000"
