"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"6546","Odisha","Construction of community centers and community halls","WS/MP18146/2025-2026/172624","Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA)","ANANTA NAYAK (2024-2029)","Elected MP","27-May-2026","BDO GHATGAON ROYALITY","Payment Success","3807"
"6547","Odisha","Construction of community centers and community halls","WS/MP18146/2025-2026/172625","Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA)","ANANTA NAYAK (2024-2029)","Elected MP","30-May-2026","BDO GHATGAON ROYALITY","Payment Success","3639"
"6548","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18111/2026-2027/269017","AKOLA(DISTRICT COLLECTOR AKOLA_IDA)","ANUP SANJAY DHOTRE (2024-2029)","Elected MP","27-May-2026","GENERAL FUND GRAM PANCHAYAT SAVARKHED","Payment Success","500000"
"6549","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18111/2026-2027/269017","AKOLA(DISTRICT COLLECTOR AKOLA_IDA)","ANUP SANJAY DHOTRE (2024-2029)","Elected MP","18-Jun-2026","GENERAL FUND GRAM PANCHAYAT SAVARKHED","Payment Success","487461"
"6550","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18111/2026-2027/269023","AKOLA(DISTRICT COLLECTOR AKOLA_IDA)","ANUP SANJAY DHOTRE (2024-2029)","Elected MP","18-Jun-2026","GRAM PACNHAYAT PINJAR","Payment Success","487685"
"6551","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18111/2026-2027/269023","AKOLA(DISTRICT COLLECTOR AKOLA_IDA)","ANUP SANJAY DHOTRE (2024-2029)","Elected MP","27-May-2026","GRAM PACNHAYAT PINJAR","Payment Success","500000"
"6552","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18147/2025-2026/250344","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","NABA CHARAN MAJHI (2024-2029)","Elected MP","28-May-2026","Narendra Kumar Jaiswal Vaishnavi Communication","Payment Success","500000"
"6553","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18267/2026-2027/250878","KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA)","GOPINATH K (2024-2029)","Elected MP","25-Jun-2026","Shivakumar Venkatagiriyappa","Payment Success","299663"
"6554","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18267/2026-2027/250876","KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA)","GOPINATH K (2024-2029)","Elected MP","25-Jun-2026","Shivakumar Venkatagiriyappa","Payment Success","249350"
"6555","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281315","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","01-Jul-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6556","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281716","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","02-Jul-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6557","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281320","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","24-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6558","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281349","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","24-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6559","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281317","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","24-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6560","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281713","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","24-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6561","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281714","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","24-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6562","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/283092","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","24-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6563","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281348","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","24-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6564","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281324","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","24-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6565","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281347","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","24-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6566","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281328","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","24-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6567","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281322","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","24-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6568","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281313","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","24-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6569","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281314","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","24-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6570","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281312","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","24-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6571","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281325","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","24-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6572","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281321","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","24-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6573","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281326","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","24-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6574","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281316","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","24-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6575","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281323","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","30-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6576","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281329","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","30-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6577","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281327","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","30-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6578","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281319","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","30-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6579","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281346","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","30-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6580","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/281718","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH (2024-2029)","Elected MP","30-Jun-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6581","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/283062","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","JAI PARKASH (2024-2029)","Elected MP","23-Jul-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6582","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/283054","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","JAI PARKASH (2024-2029)","Elected MP","23-Jul-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6583","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/283060","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","JAI PARKASH (2024-2029)","Elected MP","24-Jul-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6584","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/283058","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","JAI PARKASH (2024-2029)","Elected MP","24-Jul-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6585","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/283057","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","JAI PARKASH (2024-2029)","Elected MP","24-Jul-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6586","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/283056","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","JAI PARKASH (2024-2029)","Elected MP","24-Jul-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6587","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/283055","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","JAI PARKASH (2024-2029)","Elected MP","24-Jul-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6588","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/283063","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","JAI PARKASH (2024-2029)","Elected MP","24-Jul-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6589","Haryana","Purchase of mobile water tankers","WS/MP18062/2026-2027/283061","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","JAI PARKASH (2024-2029)","Elected MP","24-Jul-2026","KAMBOJ AGRI WORKS","Payment Success","165000"
"6590","Tamil Nadu","Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes","WS/MP18384/2026-2027/210450","NAGAPATTINAM(DISTRICT COLLECTOR NAGAPATTINAM_4)","SELVARAJ V (2024-2029)","Elected MP","21-May-2026","Udhayam Murugaiyan Construction","Payment Success","999193"
"6591","Chhattisgarh","Construction of community centers and community halls","WS/MP428/2026-2027/277628","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Santosh Pandey (2024-2029)","Elected MP","20-May-2026","gram panchayat jhanda talab","Payment Success","200000"
"6592","Tamil Nadu","Construction of buildings for community cultural activities","WS/MP18384/2026-2027/210422","NAGAPATTINAM(DISTRICT COLLECTOR NAGAPATTINAM_4)","SELVARAJ V (2024-2029)","Elected MP","21-May-2026","Aanandha kamatchi Builders","Payment Success","1163556"
"6593","Rajasthan","Construction of community centers and community halls","WS/MP719/2025-2026/151460","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary (2024-2029)","Elected MP","21-May-2026","MOHIT BUILDING CONSTRUCTIONS","Payment Success","2016972"
"6594","Tamil Nadu","Setting up crops conservation facilities","WS/MP017/2026-2027/238009","Ranipet(District Collector, Ranipet_2)","S. Jagathrakshakan (2024-2029)","Elected MP","24-Jun-2026","suresh Enginering works","Payment Success","999929"
"6595","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18156/2025-2026/213071","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","CHARANJIT SINGH CHANNI (2024-2029)","Elected MP","21-May-2026","BALWINDER PAL","Payment Success","34496"
"6596","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18123/2026-2027/224470","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","CHHATRAPATI SHAHU SHAHAJI (2024-2029)","Elected MP","19-Jun-2026","Kunal Yuvraj Rasal","Payment Success","1000000"
"6597","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203474","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","15-Jul-2026","Mukesh Bhat","Payment Success","17250"
"6598","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203474","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","15-Jul-2026","Murti Devi","Payment Success","6440"
"6599","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203474","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","15-Jul-2026","Manohar Bhat","Payment Success","17250"
"6600","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203474","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","15-Jul-2026","Devraj Bhat","Payment Success","12550"
"6601","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18104/2026-2027/204493","RAISEN(DISTRICT COLLECTOR RAISEN_IDA)","DARSHAN SINGH CHOUDHARY (2024-2029)","Elected MP","01-Jul-2026","GP GADARWAS JP BADI","Payment Success","50000"
"6602","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203474","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","15-Jul-2026","Kalu Ram Bhat","Payment Success","6440"
"6603","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203474","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","15-Jul-2026","Youraj Bhat","Payment Success","3640"
"6604","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203474","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","15-Jul-2026","Rajesh Meena","Payment Success","3640"
"6605","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203474","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","15-Jul-2026","Hari om","Payment Success","6440"
"6606","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203474","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","15-Jul-2026","Bhuli Devi","Payment Success","5060"
"6607","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203474","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","15-Jul-2026","Mohan Lal Bhat","Payment Success","3640"
"6608","Uttar Pradesh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18206/2026-2027/255952","BANDA(DISTRICT MAGISTRATE BANDA_IDA)","KRISHNA DEVI SHIVSHANKER PATEL (2024-2029)","Elected MP","23-May-2026","RISHABH TRADERS","Payment Success","379519"
"6609","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203474","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","15-Jul-2026","Kamla Devi","Payment Success","3640"
"6610","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203474","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","15-Jul-2026","Kedar Bhat","Payment Success","9750"
"6611","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203474","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","15-Jul-2026","Shaitan","Payment Success","3640"
"6612","Tamil Nadu","Construction of additional rooms and halls in the existing public and community building","WS/MP18174/2026-2027/221512","COIMBATORE(DISTRICT COLLECTOR COIMBATORE_IDA)","GANAPATHY RAJKUMAR P (2024-2029)","Elected MP","21-May-2026","Narendran Builders","Payment Success","2000000"
"6613","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP440/2025-2026/162519","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Vellalath Kochukrishnan Nair Sreekandan (2024-2029)","Elected MP","30-Jun-2026","Muhammed Rafeek KT","Payment Success","1400085"
"6614","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18104/2026-2027/253575","RAISEN(DISTRICT COLLECTOR RAISEN_IDA)","DARSHAN SINGH CHOUDHARY (2024-2029)","Elected MP","29-May-2026","GP JANAKPUR JP BADI","Payment Success","225000"
"6615","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP440/2025-2026/244615","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Vellalath Kochukrishnan Nair Sreekandan (2024-2029)","Elected MP","30-Jun-2026","Shahul Hameed K","Payment Success","871101"
"6616","Assam","Construction of buildings for community cultural activities","WS/MP18029/2026-2027/248142","LAKHIMPUR(DEPUTY COMMISSIONER LAKHIMPUR_IDA)","RANJIT DUTTA (2024-2029)","Elected MP","30-Jul-2026","BORUAH HARDWARE","Payment Success","297911"
"6617","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18166/2025-2026/239885","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","02-Jul-2026","SHREE RADHE CONSTRUCTION","Payment Success","281046"
